CUSIP,ticker,ENV_con_B,ENV_con_X,COM_str_B,COM_con_B,EMP_str_C,EMP_str_D,EMP_con_A,EMP_con_C,DIV_str_E,DIV_str_X,DIV_con_A,PRO_str_A,PRO_con_D,PRO_con_E,CGOV_con_X,COM_str_H,CGOV_con_K,EMP_str_I,EMP_str_J,EMP_str_K,CGOV_str_G,CGOV_str_H,CGOV_con_L,CGOV_con_M,YEAR
,,R,0,,0,R,R,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
,ADR,R,0,,0,0,1,0,,,,0,R,0,0,0,R,0,,,,0,R,0,0,2014
18581108,ADS,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
,ADS,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
46265104,AF,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,1,0,0,2014
,AF,R,0,,0,0,0,1,,,,0,0,0,1,0,R,0,,,,R,R,0,0,2014
25932104,AFG,0,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
,AFG,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,0,0,0,0,2014
02005N10,ALLY,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2014
LU044540,ASPS,R,0,,0,R,0,0,,,,0,0,0,0,0,R,0,,,,0,R,0,0,2014
25816109,AXP,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
60505104,BAC,0,0,,0,0,0,0,,,,1,R,1,1,0,0,1,,,,R,0,0,1,2014
54937107,BBT,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,1,2014
,BBVA,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
06652K10,BKU,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
62540109,BOH,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
05561Q20,BOKF,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
73317470,BPOP,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
17296742,C,0,0,,0,0,1,0,,,,1,R,0,1,0,0,0,,,,R,0,0,1,2014
22531010,CACC,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
20052510,CBSH,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
14149F10,CFNL,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
16373110,CHFC,R,0,,0,R,R,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
12558180,CIT,0,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
21871D10,CLGX,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
20034010,CMA,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
14040H10,COF,0,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
20824210,CONN,R,0,,0,0,0,0,,,,0,0,0,0,0,R,0,,,,R,R,0,0,2014
,CSGN,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,1,1,2014
21248510,CVG,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
20366810,CYH,0,0,,0,0,0,1,,,,0,1,0,0,0,0,0,,,,0,R,0,1,2014
17856610,CYN,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
25470910,DFS,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
29255410,ECPG,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
29442910,EFX,R,0,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,R,R,0,0,2014
,EFX,R,0,,0,R,R,0,,,,0,R,0,0,0,R,0,,,,0,R,0,0,2014
62914B10,EGOV,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
26924640,ETFC,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
27579R10,EWBC,0,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
,EXPN,R,0,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,R,R,0,0,2014
30230110,EZPW,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
31847R10,FAF,R,0,,0,R,1,0,,,,0,R,0,0,0,R,0,,,,R,0,0,0,2014
33793070,FBC,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,0,0,0,2014
31867270,FBP,0,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,0,0,0,2014
,FDC,R,0,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,R,R,0,0,2014
32051710,FHN,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,1,2014
31620M10,FIS,0,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
31677310,FITB,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2014
30252010,FNB,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,0,0,0,2014
33582V10,FNFG,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
33616C10,FRC,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
,FRC,R,0,,0,R,R,0,,,,0,R,0,0,0,R,0,,,,0,R,0,0,2014
37940X10,GPN,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
44615010,HBAN,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
42235N10,HPY,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
45082810,IBKC,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
45920010,IBM,0,0,,0,0,0,0,,,,1,R,0,0,0,0,0,,,,R,R,0,1,2014
46146L10,ISBC,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
46625H10,JPM,1,0,,0,0,1,0,,,,0,R,0,1,0,0,1,,,,R,1,1,1,2014
49326710,KEY,0,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,0,0,1,2014
,KEY,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
14313010,KMX,0,0,,0,0,1,0,,,,0,0,0,0,0,0,0,,,,R,R,0,0,2014
55264U10,MBFI,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
60935Y20,MGI,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
61744644,MS,0,0,,0,0,0,0,,,,0,R,0,1,0,0,0,,,,R,1,1,1,2014
,MS,R,0,,0,0,0,0,,,,0,R,0,0,0,R,0,,,,0,R,0,1,2014
55261F10,MTB,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
63938C10,NAVI,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
63530910,NCMI,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
64031N10,NNI,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
63861C10,NSM,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,0,0,0,2014
66585910,NTRS,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
62944T10,NVR,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,0,R,0,0,2014
67574630,OCN,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
68003310,ONB,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
74360610,PB,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
71270410,PBCT,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
71377E10,PFMT,R,0,,0,0,0,0,,,,0,R,0,0,0,R,0,,,,0,R,0,0,2014
69332020,PHH,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,1,R,0,0,2014
69347510,PNC,0,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
69354N10,PRAA,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
7591EP10,RF,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2014
,RF,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
,SAN,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
,SAN,R,0,,0,0,0,0,,,,0,1,1,0,0,0,0,,,,1,R,0,1,2014
80851310,SCHW,0,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
,SGM,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
78442P10,SLM,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2014
,SLM,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,1,0,0,2014
87161C50,SNV,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
86791410,STI,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
87165B10,SYF,R,0,,0,R,R,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
,TD,R,0,,0,0,0,0,,,,0,R,0,1,0,0,0,,,,R,1,0,1,2014
88033G40,THC,R,0,,0,0,0,0,,,,0,0,0,0,0,R,0,,,,0,R,0,1,2014
89840210,TRMK,R,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
90297330,USB,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2014
91979410,VLY,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
93317W10,WAC,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
93882410,WAFD,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
94789010,WBS,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2014
94974610,WFC,0,0,,0,0,0,0,,,,0,R,0,1,0,0,0,,,,0,1,0,1,2014
98141910,WRLD,R,0,,0,R,0,0,,,,0,R,0,0,0,R,0,,,,R,R,0,0,2014
95980210,WU,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2014
98970110,ZION,R,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2014
01858110,ADS,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
04626510,AF,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
02593210,AFG,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
02005N10,ALLY,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
04548710,ASB,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
,ASPS,,0,,0,R,0,0,,,,0,0,0,0,0,0,0,,,,0,R,0,0,2015
02581610,AXP,,0,,0,0,0,0,,,,0,R,0,1,0,0,0,,,,R,R,0,0,2015
06050510,BAC,,0,,0,1,0,0,,,,0,R,0,0,0,0,1,,,,R,0,0,1,2015
05493710,BBT,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,1,2015
06652K10,BKU,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
06254010,BOH,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
05561Q20,BOKF,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
73317470,BPOP,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
17296742,C,,0,,0,1,1,0,,,,0,R,0,1,0,0,0,,,,R,1,0,1,2015
22531010,CACC,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
20052510,CBSH,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
17461010,CFG,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
14149F10,CFNL,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
16373110,CHFC,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
12558180,CIT,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
21871D10,CLGX,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
20034010,CMA,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
14040H10,COF,,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
20824210,CONN,,0,,0,R,R,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
21248510,CVG,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
20366810,CYH,,0,,0,R,R,1,,,,0,0,0,0,0,0,0,,,,1,R,0,1,2015
25470910,DFS,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
29255410,ECPG,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
29442910,EFX,,0,,0,0,0,0,,,,0,0,0,0,0,0,0,,,,R,R,0,0,2015
62914B10,EGOV,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
29357K10,ENVA,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
26924640,ETFC,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
27579R10,EWBC,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
30230110,EZPW,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
31847R10,FAF,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
33793070,FBC,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
31867270,FBP,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
32051710,FHN,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,1,2015
31620M10,FIS,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
31677310,FITB,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2015
30252010,FNB,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
33582V10,FNFG,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
33616C10,FRC,,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
37940X10,GPN,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
09238E10,HAWK,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
44615010,HBAN,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
42235N10,HPY,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
45082810,IBKC,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
45920010,IBM,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
46146L10,ISBC,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
46625H10,JPM,,0,,0,1,1,0,,,,0,R,0,0,0,0,1,,,,R,1,1,1,2015
49326710,KEY,,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
14313010,KMX,,0,,0,0,1,0,,,,0,0,0,0,0,0,0,,,,R,R,0,0,2015
55264U10,MBFI,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
60935Y20,MGI,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
61744644,MS,,0,,0,1,0,0,,,,1,R,0,0,0,0,0,,,,R,1,1,1,2015
55261F10,MTB,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2015
63938C10,NAVI,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
63530910,NCMI,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
64031N10,NNI,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
63861C10,NSM,,0,,0,R,0,0,,,,0,R,0,0,0,0,1,,,,R,0,0,0,2015
66585910,NTRS,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2015
62944T10,NVR,,0,,0,R,R,0,,,,0,0,0,0,0,0,0,,,,0,R,0,0,2015
67574630,OCN,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
68003310,ONB,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
74360610,PB,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
71270410,PBCT,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
69332020,PHH,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,1,R,0,0,2015
69347510,PNC,,0,,0,1,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
69354N10,PRAA,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
70450Y10,PYPL,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
7591EP10,RF,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2015
80851310,SCHW,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
78442P10,SLM,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
87161C50,SNV,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
86791410,STI,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
87165B10,SYF,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
88033G40,THC,,0,,0,R,R,0,,,,0,1,0,0,0,0,0,,,,1,R,0,1,2015
89840210,TRMK,,0,,0,R,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
90297330,USB,,0,,0,0,1,0,,,,0,R,0,0,0,0,0,,,,R,1,0,1,2015
91979410,VLY,,0,,0,0,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
93317W10,WAC,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2015
93882410,WAFD,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,0,0,0,2015
94789010,WBS,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
94974610,WFC,,0,,0,1,0,0,,,,0,R,0,1,0,0,0,,,,0,1,0,1,2015
98141910,WRLD,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,0,2015
95980210,WU,,0,,0,1,0,0,,,,0,R,0,0,0,0,0,,,,R,R,0,1,2015
98970110,ZION,,0,,0,R,0,0,,,,0,R,0,0,0,0,0,,,,R,1,0,0,2015
